EIlabels,EIratio,channel_001,channel_002,channel_003,channel_004,channel_005,channel_006,channel_007,channel_008,channel_009,channel_010,channel_011,channel_012,channel_013,channel_014,channel_015,channel_016,channel_017,channel_018,channel_019,channel_020,channel_021,channel_022,channel_023,channel_024,channel_025,channel_026,channel_027,channel_028,channel_029,channel_030,channel_031,channel_032,channel_033,channel_034,channel_035,channel_036,channel_037,channel_038,channel_039,channel_040,channel_041,channel_042,channel_043,channel_044,channel_045,channel_046,channel_047,channel_048,channel_049,channel_050,channel_051,channel_052,channel_053,channel_054,channel_055,channel_056,channel_057,channel_058,channel_059,channel_060,channel_061,channel_062,channel_063,channel_064,channel_065,channel_066,channel_067,channel_068,channel_069,channel_070,channel_071,channel_072,channel_073,channel_074,channel_075,channel_076,channel_077,channel_078,channel_079,channel_080,channel_081,channel_082,channel_083,channel_084,channel_085,channel_086,channel_087,channel_088,channel_089,channel_090,channel_091,channel_092,channel_093,channel_094,channel_095,channel_096,channel_097,channel_098,channel_099,channel_100,channel_101,channel_102,channel_103,channel_104,channel_105,channel_106,channel_107,channel_108,channel_109,channel_110,channel_111,channel_112,channel_113,channel_114,channel_115,channel_116,channel_117,channel_118,channel_119,channel_120,channel_121,channel_122,channel_123,channel_124,channel_125,channel_126,channel_127,channel_128
1:4.0,4,-0.552441019498631,-0.682755854224305,-0.576628422703181,-0.653315802423403,-0.633379198400711,-0.357493148650957,-0.040118061418534,-0.645424283204693,-0.4066774828121,-0.757117196839769,-0.658675358728935,-0.788234825967517,-0.778901496096394,-0.616843010844109,-0.377685743025039,-0.516898379929673,-0.840734481663964,-0.626813446471443,-0.785917216549653,-0.694686262677733,-0.679288685858841,-0.863587244412761,-0.726908147619821,-0.776754351690457,-0.609585734957798,-0.674304979786818,-0.7827549947747,-0.600505424739496,-0.532878865043617,-0.470146675280461,-0.786703435441373,-0.795284850536969,-1.03343117489505,-0.646318028439888,-0.784771347675802,-0.961733253513171,-0.565085948983874,-0.770337316457076,-0.505206283019743,-0.421436095938277,-0.729971359145962,-0.832720461641417,-0.752677480918866,-0.842023662912169,-0.419932953059171,-0.44687897919346,-0.750783936455202,-0.724711056535329,-0.909496408971058,-0.625956339655877,-0.241419543528983,-0.505431625573421,-0.807682319631914,-0.628928470983186,-0.949067215080013,-0.731610653106433,-0.547558488540277,-0.6538583118816,-0.681917646274303,-0.574791588559663,-0.783455244291168,-0.479567540845992,-0.325732842627816,-0.422930091019496,-0.411577564964856,-0.804176007083106,-0.636640721697297,-0.788151140469782,-0.747138801861332,-0.683707969188445,-0.974082665044563,-0.438710192006009,-0.710338236424443,-0.708785219846663,-0.784925318689688,-0.832076096398659,-0.6614918710708,-0.429672233728062,-0.903129278265921,-0.910897729362804,-0.59238847370869,-0.48965275259907,-0.534146238207361,-0.596194362227468,-0.602560582654927,-0.547644334501478,-0.435510990488641,-0.554754875464014,-0.566890104472956,-0.765773050936274,-0.805752975244822,-0.495134762507749,-0.676538789219925,-0.810391129005429,-0.447804945447829,-0.74330770940113,-0.473062991621448,-0.462553770116276,-0.63154289036056,-0.744974358754458,-0.586853702223921,-0.370741731666167,-0.883174720953953,-0.683921125221049,-0.868812136929423,-0.663304933593935,-0.737940601460204,-0.683122039878157,-0.581582460287734,-0.725224872322338,-0.741074694088135,-0.688446163789188,-0.431217872255956,-0.862164341776594,-0.450728683868215,-0.715903616417072,-0.751382774075353,-0.476721855005355,-0.598765019984358,-0.801221264958876,-0.680107104563478,-0.325936329553199,-0.651097460777226,-0.290499088551637,-0.674719282076378,-0.745452578926356,-0.607330528505004,-0.506594642741369
1:4.2,4.2,-0.856672928143129,-0.744633149195859,-0.577885588648565,-0.822415670579231,-0.597433575367936,-0.333233792785548,-0.525143099100852,-0.596924558768827,-0.716402720239495,-0.437682435443503,-0.364768450021837,-0.780841704625406,-0.504564572292715,-0.42226935790425,-0.817925715954759,-0.390712848816382,-1.06922129928138,-0.47776204110898,-0.856839837984558,-0.645573698103045,-0.68016969433157,-0.539413613699345,-0.761185871957791,-0.699052076164295,-0.618659697234541,-0.836711781799446,-0.937601397091067,-0.644929458016867,-0.749637533868302,-0.637762841708939,-0.506367217671904,-0.460372387055851,-0.609959713756198,-0.767685144284193,-0.555148423309871,-0.587437716997847,-0.35532904727947,-0.523885082729387,-0.741895217812793,-0.362483927129361,-0.628614250543852,-0.630833540944134,-0.691377437477766,-0.742617797798267,-0.629069038810293,-0.652279550799247,-0.796405297979547,-0.77429928639065,-0.630294664944725,-0.640068262016937,-0.736859454465838,-0.598815605157263,-0.471394938984588,-0.830411341286568,-0.934234143892102,-0.952772657786099,-0.541604915301831,-0.595859665140006,-1.0044071178643,-0.938634316514089,-0.856271336806937,-0.413948589529267,-0.606857644528953,-0.727346876901954,-0.877239713641415,-0.537206889956089,-0.872653193788563,-0.564203306875102,-0.644745164363477,-0.665607583493077,-0.94682330186106,-0.642566623956686,-0.777208143399556,-0.535771124765461,-0.785686494131721,-0.889405328185996,-1.06550364506498,-0.805929310687637,-0.517254995700756,-0.497157788801612,-0.414790073344709,-0.735346907790114,-0.675858538023821,-0.427509235123181,-0.70514284037881,-0.861612799347872,-0.828368211741098,-0.61935208906115,-0.93486051978273,-0.563429051073455,-0.774982194375485,-0.887017884998763,-0.686545109062699,-0.658786200485196,-0.670007145862505,-0.454680472668602,-0.66580647711314,-0.705739472654874,-0.637590022984922,-0.655747848435006,-0.729788488352186,-0.740427250617898,-0.373911983991267,-0.739463102425343,-0.689677926877278,-0.703980858833573,-0.607889959277979,-0.476608609918459,-0.694072332285948,-0.745212630838061,-0.890810545570476,-0.891223527204824,-0.941793653113376,-0.658504514284785,-0.532073475127576,-0.753827380334732,-0.618956680581565,-0.681282040823792,-0.912058881593781,-0.977246037723704,-0.738527906305264,-0.661763633239904,-0.651842785539366,-0.547446830603357,-0.731274285252823,-0.525362953934749,-0.595986154436668,-0.503608393767256
1:4.4,4.4,-0.741568609342625,-0.808071082863896,-0.784585430903576,-0.779036448541767,-0.524639830222878,-0.71825463000518,-0.865365911040886,-0.602691085949259,-0.635925394812339,-0.94083674665045,-0.535159267141755,-0.676102526166952,-0.734018038624757,-0.621976972715281,-0.573685835324283,-0.663385984188334,-0.44074093060405,-0.88642008322293,-0.476837983535664,-0.633512584706281,-0.715634054755723,-0.968524505722804,-0.429834718048573,-0.765818133391079,-0.637113846497325,-0.441558953519022,-0.825180241056393,-0.901451022821693,-0.599698549307692,-0.903261112503532,-0.525225933280292,-0.573231332689498,-0.655605456208721,-0.64122397359982,-0.680164189804173,-0.843298093537932,-0.558282085184821,-0.780285760104679,-0.677935383319788,-0.718446534395459,-0.70424524672091,-0.284223148918844,-0.462298479862836,-0.502259889671711,-0.614656906854314,-0.822694872940833,-0.437759826754926,-0.606137665912385,-0.66906851188998,-0.796789454931157,-0.692750210164631,-0.712953374690304,-0.493431272725922,-0.504456903812748,-0.958674960853033,-0.724369341961941,-0.653330373211252,-0.33345273646868,-0.913106690873769,-0.513151730874514,-0.812933307983996,-0.944986940561589,-0.680994202962245,-0.452576923440808,-0.469356712706733,-0.58843591528775,-0.507622195639474,-0.833871379242603,-0.921165863729944,-0.957565411668347,-0.429940394171367,-0.665591520392045,-0.776717721173747,-0.529244682179948,-0.66755318186581,-0.860272275220327,-0.905820338159382,-0.553566559989415,-0.691957491589713,-0.764859974262715,-0.548061048787841,-0.591740989804434,-0.702759965736451,-0.784498400679202,-0.588419613898916,-0.578057867608971,-0.78758889863569,-0.627632591798612,-0.815465253791436,-0.969945401661183,-0.900176053082658,-0.765227308542935,-0.625986417465477,-0.259161564404264,-0.993860578352664,-0.893457913533437,-0.663444552793793,-0.386168842618777,-0.81491779462451,-0.515229766190777,-0.807740755434898,-0.844797567318085,-0.806688610808109,-0.886716779065254,-0.597937477186809,-0.896590300945429,-0.5368970474318,-0.778348742821361,-0.625283625072076,-0.967204479632689,-0.721273433582349,-1.01031403947437,-0.663676993782208,-1.06338391069672,-0.884924804006906,-0.679755208049685,-0.361435338271628,-0.805185946744399,-0.691681608817412,-0.86683127884063,-0.276452717533834,-0.755945770473173,-0.637436821212167,-0.725145394813074,-0.605781357020413,-0.713786772091791,-1.03181714364321,-1.06277664362197
1:4.6,4.6,-0.977740426998627,-0.761948368380452,-0.376768561728818,-0.756839215750766,-0.692768468915387,-0.690085408849646,-0.326222695036778,-0.318740494158981,-0.736357776489242,-0.863709102018368,-0.409844120181492,-0.900352014330901,-0.964854776247578,-0.663811173875965,-0.555004420377725,-0.572736627954918,-0.954123079930316,-0.801855032977681,-0.648140634931093,-0.470992303818759,-0.882938057034868,-0.566806433637069,-0.774511562042712,-0.9574262828103,-0.526744519362816,-0.707645816016128,-0.735496815294058,-0.740509394932982,-1.05446996064526,-0.861470731310189,-0.618667560005844,-0.922165081356943,-0.48007452728109,-0.517290419181488,-0.632133771185761,-0.603514586055772,-0.563483574587506,-0.948317635731025,-0.499561331397196,-0.563535110918065,-0.668997491239222,-0.591895639008423,-0.556128214310396,-0.25059821525748,-0.793795770176143,-0.876233259246773,-0.658786859107171,-0.746518720011748,-0.709239728192154,-0.296438161168355,-0.427787450615535,-0.49878796217189,-0.621862344185112,-0.552723176050006,-0.528580686519795,-0.669604983301373,-0.666815588472123,-0.433626170169946,-0.645343763340659,-0.90978156830255,-0.615497965775631,-0.526330381211829,-0.79513589661452,-0.706473631994249,-0.924358152088139,-0.403583845749842,-0.775212892537362,-0.489218124921067,-0.884627409821383,-0.779936821557492,-0.76432584156695,-0.872492859328153,-0.713751669244607,-0.533570114697995,-0.390723167016892,-0.567617900906953,-0.742338072099807,-0.519307631976977,-0.824749151680037,-0.755279572981066,-0.723478300456865,-0.821090531533443,-0.711288845110068,-0.796199620344295,-0.655547077363684,-1.03142457362415,-0.6112919592719,-0.795161702423664,-0.410462694586457,-0.565085461445091,-0.258383945176946,-0.803696702458636,-0.620467763071207,-0.430410417330333,-0.612770850122851,-0.620864895709035,-0.544515046009387,-0.543217932270182,-0.817539268302888,-0.695107563557945,-0.70558238425623,-0.595216122984196,-1.22238399713846,-0.848489439063338,-0.874914696844593,-0.956735912394841,-0.712903185090719,-0.857122312414332,-0.50066366129568,-0.826747337184404,-0.880685891388604,-0.563571672970378,-1.02782010368721,-0.729841588805334,-0.956995331563333,-0.525047739134682,-0.745340410503757,-0.643213002529295,-0.542106598313755,-0.744172043851058,-0.524150779879423,-0.806218699645248,-0.677447616074154,-0.787327449721996,-0.668432288139425,-0.668230295371814,-0.391595648249856,-0.999746590599324
1:4.8,4.8,-0.248431229971325,-0.452545014061758,-0.501511458474122,-0.704545544970762,-0.77184081542804,-0.522231782521427,-1.01425389990567,-0.764931825227735,-0.752659434930704,-0.728239304235469,-0.604427499132512,-0.635319375817427,-0.705186326645632,-0.60767702735809,-0.618206575368206,-0.695924667644377,-0.633579268334632,-0.710082134973717,-0.543857681031702,-0.697730523656367,-0.865372361621685,-0.94632886782916,-0.853223956009829,-0.665916810447363,-0.687224723222479,-0.731056286824609,-0.689881460889682,-0.708071291180606,-0.847848154320742,-0.792211392670336,-0.547646191204773,-0.88185152258914,-0.459625661731056,-0.790708711123312,-0.595278183503685,-1.01868750405399,-0.815293254855714,-0.816896321135988,-0.820396311317127,-0.904424210916709,-1.00591578116342,-1.02917649232306,-0.894768661165832,-0.639445540629895,-0.538139643342605,-0.900830258414657,-0.428122194302954,-0.892440364000279,-0.449874856221231,-0.703898993372638,-0.447472833556785,-0.864687447187898,-1.12179317119821,-0.288123345378515,-0.972764444216817,-0.678590657626767,-0.620458216071082,-0.782181794491938,-0.88734188892283,-0.549301741999529,-0.661531277916494,-0.996943119864322,-0.611364217612013,-0.63929919756374,-0.820332732041322,-0.750543773883239,-0.828142096649469,-0.825507043335072,-0.665889057167664,-0.897669991454324,-0.386472920854373,-0.800321972322423,-0.779807477346248,-1.06021557610665,-0.772166078989326,-0.450165194397535,-0.599935958175631,-0.659544441914886,-0.837096146518806,-0.89340672856021,-0.683091751236704,-0.725960406880088,-0.667627214158094,-0.831386950821014,-0.691350392548293,-0.569758966226627,-0.47497531532263,-0.970346713141725,-0.690674320811818,-1.03755486387851,-0.767750332135065,-0.421461751675617,-0.595953664004097,-0.740375872705463,-1.04734202051181,-0.644623428860541,-0.67417364536575,-0.871664448754714,-0.549288498328454,-0.565360278522122,-0.802337265512566,-0.71011357219979,-0.953203396910707,-0.67827492544855,-0.845460087187848,-0.687021762822067,-0.585076022877001,-0.747538545694941,-0.701179241728737,-0.619534220088414,-1.15624449736342,-0.785581831434829,-0.649540784391424,-0.999641975501545,-0.610612818045499,-0.554593938087017,-1.11336087207391,-0.683016071965083,-0.576023336234544,-0.700399366750299,-0.871281464407029,-0.759685089370879,-0.775918092111471,-0.502283235456145,-0.772379945632386,-0.644157817255944,-0.520129647938743,-0.836144513599326
1:5.0,5,-0.650361087008772,-0.840008188613216,-0.657424135581069,-0.694959989003154,-0.893207302929803,-0.708211021475952,-0.715317990599753,-0.782507155808978,-0.756416437901005,-0.563781391891462,-0.537807283865758,-0.490276956226034,-0.309222810462053,-0.61923665450384,-0.773870251674241,-0.468838565144407,-0.794777870669526,-0.935764951243238,-0.514810904344457,-0.883102133003165,-0.943726645677208,-0.830698363698586,-0.456765646977916,-0.743854815770473,-0.926520689205273,-1.05939457494111,-0.600180556180923,-1.13247011703861,-0.3667354598419,-0.66389925460851,-0.791982440733516,-0.793159210015005,-0.737750109322823,-0.886418206102275,-0.658911207694846,-0.770280162515067,-0.582602258414368,-0.443123211145318,-0.658273098758538,-0.672553303831135,-0.732337450465648,-1.06537098202483,-0.637391260974102,-0.61024089100907,-0.788144559385775,-0.832003151840846,-0.971695196093106,-0.788635795337287,-0.533921455472953,-0.810141970183623,-0.87482961804387,-0.682244920153684,-0.948163356243898,-0.756064158025654,-0.850478464133384,-0.646322488283939,-0.837215081813615,-0.687140158506593,-0.737072811702545,-0.709407720286122,-1.06678890274589,-0.62978108504682,-0.763985618615181,-0.833150840906666,-0.855574245961403,-0.549018577024507,-0.685463645117554,-0.961257252803213,-0.714691824025496,-0.846416921332199,-0.528748334005643,-0.388815272912656,-0.539676362244441,-1.07758735095118,-0.730133555431525,-0.456257881059962,-0.637910931119628,-0.64860283901945,-0.626225795268081,-0.912627122899258,-0.800532258795156,-0.638880612378211,-0.994953064932272,-0.467174324754492,-1.00843408229552,-1.10454763452946,-0.872173032650458,-0.303160256340941,-0.628286388508202,-0.8521890366241,-0.841095330031825,-0.60311985761186,-0.832422965862719,-0.712457921148935,-0.922518602576873,-1.01641116324862,-1.14181650256407,-0.877506529862673,-1.10743550623278,-0.755787499735032,-0.783734761693661,-0.851361703408385,-0.685538066658211,-0.901124875970419,-0.947297796202196,-0.725841226789992,-0.75260174063984,-0.874954467112013,-0.718158369716666,-1.04880877172903,-0.641182739631208,-0.771937340699716,-0.879269110581162,-1.14582190551539,-0.671263695719543,-0.918741613628959,-0.47463378675511,-0.768349062669734,-0.61053528887733,-0.652973467827815,-0.659673520569923,-0.523845089938997,-0.700882710427719,-0.569893930810736,-1.02376302421264,-0.844723519678328,-0.526095054590238,-0.816811835811041
1:5.2,5.2,-0.798477034554887,-0.691076084387206,-0.634576965212341,-0.697058820385928,-0.69322893027845,-0.796470396983914,-0.699539691764935,-0.861050667547057,-0.797329718979918,-0.992986702997982,-1.02585175332649,-0.634364881061216,-0.654489651537316,-0.950023631876366,-0.514000929862493,-1.01697752708672,-0.778392191316505,-0.862980779546166,-0.887056472788371,-0.866970171476996,-0.686064117261055,-0.83656489564299,-0.700488269231984,-0.877752473684658,-0.779002642798898,-0.85915610423782,-0.586083479022398,-1.06978814423284,-0.65681440507038,-1.15469085333541,-0.55434843207335,-0.702577815314768,-0.67574558069327,-0.67495424536826,-0.615794216617199,-0.711310331574089,-0.803602057429219,-0.955517939050827,-0.901323011134527,-0.848921037874504,-0.690506771724486,-0.867282439835995,-0.649364880790913,-0.771941219567317,-0.720467398340415,-0.560984146902031,-0.80239849710811,-0.863810136024037,-0.679065128010346,-0.706892742283841,-0.995638398538479,-1.0964612335762,-0.801831607498283,-0.509587911174924,-0.689691762323748,-0.815898817940673,-0.524209323336115,-1.05913758153268,-0.679772243467487,-0.535524249772401,-0.874120839502155,-0.677837631949767,-0.69598419012781,-0.634994164217158,-0.911579117317756,-0.828797014279277,-0.828497901322672,-0.766931904099287,-0.74106558222947,-0.445586553097924,-0.780028800456324,-0.803519810119574,-0.545439357941935,-0.789360036661935,-0.913125134089701,-0.891424294274513,-0.955870203038268,-0.919164159326326,-0.78824372333578,-0.76765254374722,-0.782573093216079,-0.457089834879446,-0.692353416075974,-1.03593885330813,-0.830212044033478,-0.791371168580228,-0.628879596835113,-0.874619870509418,-0.984948405844376,-0.507509146867424,-0.566531150737177,-1.07226202722653,-0.759346937226497,-0.860102398059842,-1.21943709870371,-0.56413771047175,-0.698883603688064,-1.0865493918964,-0.613419910821991,-0.932410611156826,-0.83626195448137,-0.88860412377402,-0.58143068136743,-0.688766220790992,-0.534854605921092,-0.88353070383856,-0.626317494014465,-0.902498739513448,-0.71356913696885,-0.879370665567561,-0.743393420296496,-0.756108767344161,-0.952257655546184,-0.789124661664045,-0.623874471842486,-0.633492638914546,-0.68200796371498,-0.646735123146931,-0.589388692076824,-0.699728174240926,-0.501384899920958,-0.738342298448234,-0.443721749063801,-0.93867857736922,-0.92235305409462,-0.907191462127928,-0.839287788664052,-0.783567394488309
1:5.4,5.4,-0.722504757947599,-0.657475314830265,-0.922748117842774,-0.910490996187179,-1.08507506335777,-0.71243539170813,-0.7476727832407,-1.06344677592815,-1.04384493746547,-0.427473462808329,-0.81811805758051,-0.64065369994476,-1.12812575522613,-0.824947365589622,-0.485574889243921,-0.951352854237279,-0.748850493058054,-1.1870702907956,-0.72797553780834,-1.0410208153549,-0.570877782489564,-0.775324648860823,-0.413381271703834,-0.778316664110796,-0.618066029577904,-0.694231109025128,-0.849036325868103,-0.696072122813576,-0.527442581809798,-0.605337983794036,-0.580674585977194,-0.582311079752645,-0.96431661040795,-0.714899881085588,-0.877515998933323,-0.955474827739311,-0.822921722584133,-0.789903966966942,-0.651992180174454,-0.714046920884223,-0.568157696417649,-0.818851142604039,-0.692564541682935,-0.735508809132103,-0.541938974271549,-0.715419160484942,-0.567911813862406,-0.524587503473177,-0.698105413488896,-0.870924913463545,-0.950099362569429,-0.62954175839444,-0.56413697197866,-0.987743360605973,-0.953846679072043,-1.02554023202262,-0.872130861163463,-0.871924419040285,-0.928660431317235,-0.875428595422277,-0.9847388084529,-0.898065745104762,-0.641431595408483,-0.767454173510136,-1.00464112652471,-0.55068295929328,-0.578510962258633,-0.772997194152417,-0.802803425226984,-0.953245886497314,-0.811744774780828,-0.80403715009595,-0.531391945851021,-0.850851420242011,-0.896230673312216,-0.951867161315637,-0.919947799316335,-0.659086337766712,-0.798290369826157,-0.614157075129692,-0.678455704578207,-0.991647254673389,-1.14525385879134,-0.754770931896045,-0.519124174249654,-0.547806162772566,-0.587124602484605,-0.808296796279531,-0.87371147221541,-0.61461523440129,-0.811192858096163,-1.10800695612572,-0.718671166325204,-0.643941883261647,-0.625460276736749,-0.630059015340104,-0.863757892357486,-0.904568378161068,-0.783622199964001,-0.645246359746172,-0.930455876349391,-0.656772140742435,-0.834325236579455,-0.578581899456619,-0.978950903064214,-0.654008812964111,-1.03005735135205,-0.812168803412911,-0.894716381678352,-0.713305799329759,-0.799264684821063,-0.894197042144686,-0.644795869155039,-0.859591298767778,-0.508351287171573,-0.871826252767201,-0.464618501046841,-0.786723334847684,-0.674335394693111,-0.669888353267269,-0.940300114377447,-0.764002701997621,-0.724294218775196,-0.808053945336549,-0.425971217010121,-0.719732660178606,-0.662111000388012,-0.989965716527215
1:5.6,5.6,-0.779117180242933,-0.899333997038293,-0.767031998294671,-0.540057098508022,-0.867633401255875,-0.996995556829643,-0.784894637008246,-0.81019905498248,-0.700249000032476,-0.759610898932995,-0.813972422508622,-0.653295280997648,-0.744317151364096,-0.884554752351145,-0.701627381770717,-0.740111083174369,-0.81726782316805,-0.572314348057514,-0.958877028222586,-0.838586844778458,-0.850441442140172,-0.704820286713617,-0.663995776133016,-0.857170475945815,-0.818310343440912,-0.823034079236991,-0.858841724239664,-0.838918350852291,-0.607581017572214,-0.956460072890574,-0.774024576307564,-0.836040074604014,-0.911214753633145,-0.66596809691719,-0.983780447171843,-0.974445222463912,-0.470511313205948,-0.520432818652963,-0.720425453284601,-0.89983127544245,-0.816047439613815,-0.687006613927066,-0.830719691234278,-0.818352470997011,-0.906986608471564,-0.625954615808236,-0.862476326683678,-1.16857501684965,-0.708333360634601,-0.825902140177943,-0.843511440910875,-0.716827672327842,-1.01646496727801,-0.998409306150054,-0.683717888157871,-0.956024310419942,-1.15223694560155,-0.952773453572025,-0.623100235918032,-0.807081948929327,-0.855098092616132,-0.991990020698339,-0.89367514351586,-0.909972893586937,-0.921103548222995,-0.81202407202845,-0.830105583759824,-0.60492213236437,-0.872646138297164,-0.776091492224036,-0.839173596290506,-0.723975215743184,-0.925413745061817,-1.07905192415834,-0.631589432925751,-1.07347867554345,-0.808450509443132,-1.04292419193751,-0.819421035848863,-0.598000056238728,-1.22470442369582,-0.61885198499608,-1.09570646864329,-0.885867276513419,-0.685939623257416,-0.827963434020394,-0.501284214990329,-0.742368337626099,-0.931436264486829,-1.07652984065985,-0.956715436258733,-0.832543751010698,-0.874250626277169,-0.882906815000961,-0.66070574097551,-0.795529395291278,-0.984184036142129,-0.833227580129781,-0.853011437663994,-0.844476080242262,-0.732001383165776,-0.775220871205003,-0.661407526274168,-0.888839015299122,-0.849334128350113,-0.645294055054964,-0.898567419791419,-0.930366308047316,-0.588274024972345,-0.487927051204801,-0.946438486853262,-0.721853014301699,-0.993341428271903,-0.778960898103028,-0.930656899808993,-0.875491506787856,-0.663747735662877,-0.728382378748525,-1.13439920997536,-0.738753917477137,-0.992451124001069,-1.08049875296928,-0.856077124259954,-0.812668072852976,-0.875359075188182,-0.819148494336557,-0.680550715167548,-0.881995367196364
1:5.8,5.8,-0.984574932524018,-1.00745622767149,-1.04745384177457,-0.781154896995553,-0.683867627018084,-0.695948131847786,-0.904468499191672,-0.966939905496747,-0.865234840835485,-0.672836838712018,-0.815214341801879,-0.835891490481133,-0.606253528792891,-0.761902467516276,-0.760939425149372,-0.910202995860399,-0.875252080230354,-0.801205162519083,-0.492030440657784,-0.725194397780925,-0.993937662005406,-0.909794574077936,-0.876454975434659,-0.733084349853092,-0.454618737689257,-1.00906542985492,-0.8259784090214,-1.04507382950754,-0.901474726917992,-0.979841489412624,-0.934533901963531,-0.831708217237454,-0.730388872537064,-0.620682413608062,-0.966840373787319,-1.1218722280427,-0.9015804227816,-0.624234348739147,-0.893629557466611,-0.711850708680187,-0.993608077533276,-0.584471737684433,-0.74783301652027,-0.775271178166757,-0.709593572447259,-0.765050025207941,-0.674438586136188,-0.810126054381998,-0.958590863262602,-1.07811076212567,-0.749609584832585,-0.919827693854138,-0.958615702010965,-0.507333141139109,-0.952963973441624,-0.884270092706835,-0.911439237890696,-0.748840889854639,-0.712643721772224,-0.731916670218923,-1.07622926235354,-0.779782052505278,-0.942905577952916,-1.15582419545152,-0.83345749908783,-0.622621664312506,-0.834252788678312,-0.73113187354578,-0.799481403221187,-0.612039966677443,-1.0174313554267,-0.902881000857102,-1.05438872984697,-0.553248989869293,-1.09379087806354,-0.826756787863118,-0.740231035808263,-1.08215204541486,-0.632089830735637,-0.640033921282533,-0.795707722285353,-0.677331604535869,-0.970431481622687,-1.06880873874873,-0.683181001212656,-0.750553165267359,-0.535130448468709,-0.748124949582388,-0.599172173153715,-0.979100381711029,-0.928365308543432,-0.985971356375854,-1.00962643628165,-0.873982810946854,-0.833652350660737,-0.657575382897317,-0.838544363292137,-0.676103407391291,-0.610657363744481,-0.895448421020623,-0.68776088835309,-0.832853578838157,-0.833862797600954,-0.809895730613709,-0.98112086460326,-0.866892083652153,-0.933842407261804,-0.60361097502182,-0.882963915263476,-0.655840359789584,-0.696280545422103,-0.575962876655094,-0.530523279886035,-0.759833990119431,-1.00841462517954,-0.737737212595765,-0.953073393332019,-0.951508456637024,-1.10959506180284,-0.999490912015016,-0.720892897743556,-0.779561888408333,-0.795106407843368,-0.716851195592897,-0.88135385118365,-0.652476709436199,-0.728845566661445,-1.05935157041535
1:6.0,6,-0.88816838808138,-0.969221640268727,-0.957750879910573,-0.674083168242818,-0.974012439071146,-0.890696828086375,-0.835929228624592,-0.791266076587316,-0.758193975852346,-1.09820325025135,-0.92216676187171,-0.727662351665428,-0.659249781396962,-0.919311346834317,-0.971952635790291,-0.650220438411552,-0.945293130285828,-0.518369782157818,-1.02188247786201,-0.640705982221423,-0.693499271734195,-0.876314601503994,-0.966143473830379,-0.864251121316494,-0.96498163782677,-0.978956229806443,-0.634417068670737,-0.675527387674326,-0.858058143171026,-0.913097419002291,-0.646167645218007,-0.966322169610706,-1.06711194803311,-0.790943621553295,-0.961087728009429,-0.608306399579181,-0.893644673008881,-1.12291693386712,-0.775860952306578,-0.857800033215694,-0.990399496095994,-0.883597749093632,-0.714229190095008,-0.955356971313849,-0.698793059565431,-0.777287020891331,-0.630603892772731,-0.90961522084019,-0.630684545322893,-1.05990696339879,-1.08984045693676,-0.956406007933987,-0.705316145165702,-0.870413420987849,-0.818563298270503,-0.856479655929018,-0.663910758851525,-1.04260387980325,-0.742244650356239,-0.338766256489337,-0.847645557775161,-0.724910008900985,-0.923482838360697,-0.572399803296062,-0.706860510503136,-0.423548524430637,-0.713007441224438,-1.00191597185175,-0.996475654550542,-0.899697208278329,-0.666374945806785,-0.622069887592647,-0.88838858145747,-0.969520528814617,-0.810957312606307,-0.858491392365917,-1.10592976861337,-0.704698370358918,-0.94346182177744,-0.652896799787073,-0.996098930016432,-0.998248753807892,-0.879674840132555,-0.616170745165847,-1.13586181703324,-1.04641176156121,-0.767352713760443,-1.10068422600593,-0.839581370178626,-0.869952755469029,-1.09643060198697,-0.899484700163651,-0.999919191447472,-0.920942937226265,-0.717696151843431,-0.974340172657544,-0.935603862374849,-0.852940544788189,-0.839480374213982,-0.89274082581008,-0.890051659232975,-0.922962581191716,-0.935287377949409,-0.945784287923655,-0.824884682385484,-0.589130518583735,-0.954794354326306,-0.439653193661926,-1.11413272602333,-1.10039193452907,-0.921117296326249,-0.68591681911321,-0.890477854861197,-0.81938156297611,-0.818653047946907,-1.16250078215948,-0.90111015689765,-0.971992838645703,-1.08814866781078,-0.861277291448705,-0.957749200734666,-0.929929681620271,-1.01558889333898,-0.888938891153634,-0.813615341567334,-0.728215102894163,-1.16982847655154,-0.67048648834011
